zipcode,city,female,male
94450 Lassila-Jokisuu   ,Keminmaa ,1154,1285
94460 Ruottala   ,Tornio ,80,94
94500 Lautiosaari   ,Keminmaa ,1012,1080
94600 Ristikangas-Kivikko   ,Kemi ,1405,1433
94700 Takajärvi-Haukkari   ,Kemi ,2993,3178
94720 Peurasaari   ,Kemi ,526,509
94800 Veitsiluoto   ,Kemi ,0,0
94830 Pikku Berliini-Hepola   ,Kemi ,891,907
94900 Ajos   ,Kemi ,167,192
95100 Kuivaniemi Keskus   ,Ii ,497,505
95110 Kuivaniemi kk   ,Ii ,142,171
95130 Hyryoja   ,Ii ,74,74
95160 Oijärvi-Lamminperä   ,Ii ,85,119
95200 Simo Keskus   ,Simo ,680,660
95210 Filpus   ,Simo ,115,131
95220 Simoniemi   ,Simo ,156,172
95225 Viantie   ,Simo ,100,123
95230 Maksniemi   ,Simo ,401,399
95255 Alaniemi   ,Simo ,42,44
95260 Tainionjoki   ,Simo ,20,34
95270 Yli-Kärppä-Tainionjoki   ,Simo ,62,66
95300 Tervola Keskus   ,Tervola ,907,942
95310 Liedakkala   ,Keminmaa ,223,230
95315 Törmä   ,Keminmaa ,90,116
95325 Paakkola   ,Tervola ,76,88
95330 Tervola   ,Tervola ,232,281
95340 Loue   ,Tervola ,109,150
95350 Peura   ,Tervola ,0,0
95355 Koivu-Peura   ,Tervola ,124,150
95365 Maula   ,Keminmaa ,125,136
95370 Itäkoski   ,Keminmaa ,102,87
95375 Yli-Paakkola   ,Tervola ,51,63
95400 Tornio Keskus   ,Tornio ,1499,1126
95410 Kiviranta   ,Tornio ,1603,1602
95420 Miukki-Palosaari-Luotomäki   ,Tornio ,1921,1952
95430 Suensaari   ,Tornio ,672,565
95440 Kyläjoki   ,Tornio ,455,487
95450 Kirkonmäki   ,Tornio ,1736,1818
95460 Kantojärvi   ,Tornio ,500,564
95470 Pirkkiö-Röyttä   ,Tornio ,448,533
95490 Terästehtaanalue   ,Tornio ,0,0
95500 Vojakkala-Yli-Liakka   ,Tornio ,546,594
95520 Kukkola   ,Tornio ,147,177
95530 Karunki   ,Tornio ,397,419
95540 Korpikylä   ,Tornio ,43,43
95560 Aapajoki   ,Tornio ,110,98
95590 Arpela   ,Tornio ,379,433
95600 Ylitornio Keskus   ,Ylitornio ,1078,1032
95610 Kainuunkylä   ,Ylitornio ,106,122
95615 Pekanpää   ,Ylitornio ,51,52
95620 Aavasaksa   ,Ylitornio ,196,229
95630 Kuivakangas   ,Ylitornio ,79,76
95635 Kaulinranta   ,Ylitornio ,119,110
95640 Juoksenki   ,Pello ,101,112
95645 Turtola   ,Pello ,123,137
95655 Etelä-Portimojärvi   ,Ylitornio ,62,69
95660 Kantomaanpää   ,Ylitornio ,77,97
95670 Pessalompolo   ,Ylitornio ,46,74
95675 Meltosjärvi   ,Ylitornio ,67,69
95680 Lohijärvi   ,Ylitornio ,28,28
95690 Mellakoski   ,Ylitornio ,97,90
95700 Pello Keskus   ,Pello ,1145,1161
95710 Naamijoki   ,Pello ,20,23
95720 Jarhoinen   ,Pello ,18,20
95750 Orajärvi   ,Pello ,52,65
95760 Konttajärvi   ,Pello ,49,55
95770 Lankojärvi   ,Pello ,89,97
95780 Sirkkakoski   ,Pello ,55,62
95790 Lampsijärvi   ,Pello ,40,45
95800 Sieppijärvi-Taapajärvi   ,Kolari ,221,254
95830 Vaattojärvi   ,Kolari ,68,99
95840 Venejärvenkylä   ,Kolari ,28,39
95850 Ruokojärvi   ,Kolari ,12,19
95860 Pasmajärvi   ,Kolari ,22,16
95900 Kolari Keskus   ,Kolari ,922,906
95920 Saaripudas   ,Kolari ,78,86
95930 Äkäsjoensuu   ,Kolari ,57,61
95940 Tapojärvi   ,Muonio ,20,29
95950 Kihlanki-Tapojärvi   ,Muonio ,20,31
95970 Äkäslompolo   ,Muonio ,263,291
95980 Ylläsjärvi   ,Kolari ,137,125
95990 Kurtakko   ,Kolari ,39,40
96100 Rovaniemi Keskus   ,Rovaniemi ,5589,4333
96190 Lapinrinne-Ahokangas   ,Rovaniemi ,2020,2039
96200 Sahanperä-Ratantaus   ,Rovaniemi ,2786,2192
96300 Niemelänkangas-Korvanniemi   ,Rovaniemi ,2929,2736
96320 Teollisuuskylä   ,Rovaniemi ,0,0
96400 Pullinranta-Kiiruna   ,Rovaniemi ,1802,1709
96440 Ounasrinne   ,Rovaniemi ,1637,1590
96460 Pöykkölä   ,Rovaniemi ,1400,1339
96500 Korkalovaara   ,Rovaniemi ,2934,2797
96600 Koskenkylä   ,Rovaniemi ,613,653
96700 Niskanperä   ,Rovaniemi ,353,423
96800 Ylikylä-Patosaari   ,Rovaniemi ,875,884
96900 Saarenkylä   ,Rovaniemi ,3591,3522
96910 Syväsenvaara   ,Rovaniemi ,1444,1439
96930 Napapiiri Rovaniemi   ,Rovaniemi ,24,34
96960 Someroharju   ,Rovaniemi ,64,78
97110 Rautionsaari   ,Rovaniemi ,265,259
97130 Hirvas   ,Rovaniemi ,387,454
97140 Muurola   ,Rovaniemi ,583,611
97145 Totonvaara   ,Rovaniemi ,0,0
97160 Petäjäinen   ,Rovaniemi ,58,63
97170 Jaatila   ,Rovaniemi ,83,89
97220 Sinettä   ,Rovaniemi ,410,424
97240 Sonka   ,Rovaniemi ,132,168
97250 Raanujärvi   ,Ylitornio ,99,101
97280 Tapio   ,Rovaniemi ,145,171
97290 Marraskoski   ,Rovaniemi ,54,56
97310 Patokoski   ,Rovaniemi ,57,69
97320 Marrasjärvi   ,Rovaniemi ,30,44
97330 Rattosjärvi   ,Pello ,24,27
97335 Ruuhivaara   ,Pello ,37,40
97340 Meltaus-Jääskö-Perttaus   ,Rovaniemi ,155,183
97370 Unarin-Luusua   ,Sodankyl? ,21,32
97380 Kukasranta   ,Sodankyl? ,0,0
97390 Kierinki   ,Sodankyl? ,52,89
97420 Lohiniva   ,Kittil? ,187,229
97430 Taapajärvi   ,Kolari ,0,0
97470 Alakylä-Sailehto   ,Kittil? ,72,77
97510 Vikajärvi   ,Rovaniemi ,75,107
97520 Nampa   ,Rovaniemi ,19,22
97530 Nampa-Yli-Nampa   ,Rovaniemi ,34,54
97540 Tiainen   ,Rovaniemi ,34,49
97580 Misi   ,Rovaniemi ,32,48
97590 Raajärvi   ,Kemij?rvi ,0,0
97610 Oikarainen   ,Rovaniemi ,222,238
97615 Tennirova   ,Rovaniemi ,0,0
97620 Viiri-Tennirova   ,Rovaniemi ,42,46
97625 Vanttauskoski   ,Rovaniemi ,131,198
97630 Pekkala   ,Rovaniemi ,44,60
97635 Juuniemi   ,Rovaniemi ,35,38
97645 Juujärvi   ,Kemij?rvi ,48,62
97650 Juotas   ,Rovaniemi ,64,72
97655 Autti   ,Rovaniemi ,67,75
97665 Pohjasperä   ,Ranua ,64,111
97670 Kivitaipale   ,Rovaniemi ,125,142
97675 Narkaus-Kämät   ,Rovaniemi ,67,78
97680 Saari-Kämä   ,Rovaniemi ,40,46
97685 Siika-Kämä   ,Rovaniemi ,18,22
97690 Sulaoja   ,Rovaniemi ,54,61
97700 Ranua Keskus   ,Ranua ,1533,1551
97715 Raiskio   ,Ranua ,73,104
97720 Yli-Simo-Raiskio   ,Ranua ,35,56
97760 Saariharju   ,Ranua ,56,85
97765 Kuha-Impiö-Itäranua   ,Ranua ,59,58
97770 Petäjäjärvi   ,Ranua ,0,0
97780 Kuukasjärvi-Petäjäjärvi   ,Ranua ,42,60
97785 Kelankylä   ,Ranua ,26,39
97810 Suorsa   ,Posio ,0,0
97815 Pernu-Suorsa   ,Posio ,30,39
97820 Perä-Posio   ,Posio ,46,59
97840 Lehtiniemi   ,Posio ,44,57
97850 Ristilä   ,Posio ,37,49
97870 Jumisko   ,Posio ,16,21
97880 Nolimo-Jumisko   ,Posio ,20,18
97890 Karjalaisenniemi   ,Posio ,102,136
97895 Mourujärvi   ,Posio ,43,58
97900 Posio Keskus   ,Posio ,968,909
97920 Suonnankylä   ,Posio ,41,61
97925 Tolva   ,Posio ,31,36
97940 Lohiranta   ,Posio ,38,49
97950 Säikkä   ,Posio ,0,0
97960 Kuloharju-Säikkä   ,Posio ,47,56
97965 Kynsilä   ,Posio ,38,56
97970 Sirniö   ,Posio ,38,40
97980 Anetjärvi   ,Posio ,64,75
97999 Köngäs   ,Kittil? ,0,0
98100 Kemijärvi Keskus   ,Kemij?rvi ,1425,1221
98120 Särkikangas   ,Kemij?rvi ,863,900
98230 Luusua-Karsimus   ,Kemij?rvi ,82,113
98310 Karvakko   ,Kemij?rvi ,283,276
98350 Tapionniemi   ,Kemij?rvi ,69,75
98360 Vuostimo   ,Kemij?rvi ,60,85
98400 Isokylä-Ryti-Lehtola   ,Kemij?rvi ,300,347
98420 Ryti-Lehtola   ,Kemij?rvi ,62,63
98440 Kallaanvaara   ,Kemij?rvi ,397,426
98450 Kostamo   ,Kemij?rvi ,130,158
98500 Pelkosenniemi Keskus   ,Pelkosenniemi ,239,259
98510 Saunavaara   ,Pelkosenniemi ,22,24
98530 Pyhätunturi   ,Pelkosenniemi ,94,128
98550 Suvanto   ,Pelkosenniemi ,0,0
98560 Kairala-Luiro   ,Pelkosenniemi ,40,50
98570 Aapajärvi   ,Pelkosenniemi ,13,20
98580 Luiro   ,Pelkosenniemi ,14,19
98600 Kursu   ,Salla ,104,166
98620 Pahkakumpu   ,Salla ,24,40
98630 Ahvenselkä   ,Pelkosenniemi ,33,47
98660 Salmivaara   ,Salla ,49,75
98710 Joutsijärvi   ,Kemij?rvi ,47,57
98720 Suomutunturi   ,Kemij?rvi ,41,57
98760 Hirvasvaara-Paloperä   ,Salla ,28,38
98770 Aholanvaara   ,Salla ,17,27
98780 Maaninkavaara   ,Posio ,39,42
98790 Paloperä   ,Salla ,17,24
98800 Savukoski Keskus-Värriö   ,Savukoski ,247,295
98810 Lunkkaus   ,Savukoski ,14,25
98820 Värriö   ,Savukoski ,25,24
98830 Martti-Ruuvaoja   ,Savukoski ,67,87
98840 Ruuvaoja   ,Savukoski ,0,0
98850 Kuosku   ,Savukoski ,58,72
98900 Salla Keskus   ,Salla ,1096,1107
98920 Kelloselkä   ,Salla ,72,93
98930 Kotalankylä   ,Salla ,43,60
98950 Saija   ,Salla ,67,81
98960 Naruska   ,Salla ,28,25
98970 Onkamojärvi   ,Salla ,31,46
98980 Kallunki-Niemelä   ,Salla ,17,21
98995 Hautajärvi   ,Salla ,100,142
99100 Kittilä Keskus   ,Kittil? ,1448,1341
99110 Kaukonen   ,Kittil? ,165,182
99120 Kallo   ,Kittil? ,58,69
99130 Sirkka-Rauhala   ,Kittil? ,591,568
99135 Rauhala   ,Kittil? ,0,0
99140 Köngäs-Hanhivaara   ,Kittil? ,108,111
99150 Tepasto   ,Kittil? ,43,51
99160 Lompolo-Pulju   ,Kittil? ,37,33
99170 Pulju   ,Kittil? ,0,0
99180 Rautusjärvi   ,Kittil? ,29,29
99190 Hanhimaa   ,Kittil? ,17,23
99195 Pokka   ,Kittil? ,0,0
99230 Jeesiöjärvi   ,Kittil? ,16,28
99240 Kuivasalmi   ,Kittil? ,22,26
99250 Kiistala-Jeesiöjärvi   ,Kittil? ,33,41
99270 Hormakumpu   ,Kittil? ,18,21
99280 Tepsa   ,Kittil? ,36,40
99290 Kelontekemä   ,Kittil? ,35,56
99300 Muonio Keskus   ,Muonio ,931,918
99310 Yli-Muonio   ,Muonio ,77,80
99320 Kätkäsuvanto   ,Muonio ,55,59
99330 Pallastunturi   ,Muonio ,0,0
99340 Raattama-Pallastunturi   ,Kittil? ,63,85
99360 Kangosjärvi   ,Muonio ,63,72
99400 Enontekiö Keskus   ,Enonteki? ,349,351
99410 Vuontisjärvi   ,Enonteki? ,45,62
99420 Peltovuoma   ,Enonteki? ,77,84
99430 Nunnanen   ,Enonteki? ,41,53
99440 Leppäjärvi   ,Enonteki? ,62,81
99450 Palojoensuu-Kuttanen   ,Enonteki? ,42,58
99460 Kuttanen   ,Enonteki? ,28,30
99470 Karesuvanto   ,Enonteki? ,117,148
99490 Kilpisjärvi   ,Enonteki? ,80,72
99510 Raudanjoki-Seipäjärvi   ,Sodankyl? ,30,40
99520 Seipäjärvi   ,Sodankyl? ,13,18
99530 Vuojärvi   ,Sodankyl? ,45,44
99540 Torvinen   ,Sodankyl? ,66,87
99550 Aska-Orakylä   ,Sodankyl? ,39,51
99555 Luosto   ,Sodankyl? ,44,50
99560 Orakylä   ,Sodankyl? ,124,140
99600 Sodankylä Keskus   ,Sodankyl? ,2828,2802
99610 Siurunmaa   ,Sodankyl? ,18,24
99620 Kelujärvi   ,Sodankyl? ,96,130
99640 Tanhua   ,Savukoski ,42,48
99645 Lokka   ,Sodankyl? ,38,48
99650 Sattanen   ,Sodankyl? ,125,159
99655 Sattasvaara   ,Sodankyl? ,49,64
99660 Kersilö   ,Sodankyl? ,21,24
99665 Moskuvaara   ,Sodankyl? ,17,18
99670 Petkula   ,Sodankyl? ,16,20
99690 Vuotso   ,Sodankyl? ,128,145
99695 Tankavaara   ,Sodankyl? ,0,0
99710 Vaalajärvi   ,Sodankyl? ,139,174
99720 Riipi   ,Sodankyl? ,78,93
99740 Syväjärvi   ,Sodankyl? ,70,98
99750 Sassali   ,Sodankyl? ,23,30
99760 Uimaniemi   ,Sodankyl? ,0,0
99770 Jeesiö   ,Sodankyl? ,46,79
99800 Ivalo   ,Inari ,2323,2455
99830 Saariselkä   ,Inari ,168,174
99860 Nellim   ,Inari ,57,80
99870 Inari Keskus-Lemmenjoki   ,Inari ,491,528
99885 Lemmenjoki   ,Inari ,20,32
99910 Kaamanen-Partakko   ,Inari ,72,103
99930 Sevettijärvi-Näätämö   ,Inari ,51,58
99940 Näätämö   ,Inari ,0,0
99950 Karigasniemi   ,Utsjoki ,129,181
99980 Utsjoki Keskus   ,Utsjoki ,325,382
99990 Nuorgam   ,Utsjoki ,97,117
